Originator,Text,Age,Person whose age we surmised
JThrock21 ," RT @TheWorIdCup: Happy 27th birthday to one of the greatest players of all-time, Lionel Messi. http://t.co/d3pVENOtIF",
aurasofia1 , RT @TeamMessi: #HappyBirthdayMessi - RT to win a signed pair of exclusive @adidasfootball birthday #F50s! #allin or nothing http://t.co/qL,
Narryandnouis_ ,  It's @RachaelBanjo birthday in a few days please follow her bc she's amazing {@onedirection @zaynmalik }  x116,
MaxZumbaQueen ," @Absolute80s @GeorgeMichael Strike a pose George, Happy birthday from someone who still has your 80's hairstyle haha xXx"
d_mitchell09 , RT @avonsxbutera: Happy Birthday baby. #Happy21stBirthdayAriana  http://t.co/WxQO22wgsN
AlejandroSmart9 ," RT @FOXSoccer: Happy 42nd birthday to a true #WorldCup legend, Zinedine Zidane! http://t.co/P7UVbT7CHT"
inescmar ," ""@5SOS: hey! it's Luke's 16th birthday tomorrow!! :D"" CRYING A RIVER"
goldenzay ," dear @Harry_Styles I've been waiting for your follow for years I just want you to know that I love you too much, bye x6"
JessiicaAllen , Happy 20th birthday to my life long best friends @erinmacnaughton and @haylmacnaughton have a great day ladies  love u both xox
kyannna_ , RT @Maritza_tha_G: 33- happy birthday! I hope it goes great for you  you're cool &amp; I still sad bout my honey bun 
virgonourry , RT @saIouvatore: @taylorcaniff: funny seeing people upset about a video I made 2 years ago. Everyone's aloud an opinion. shut the fuck up
sriwill_123 ," RT @ESPNStatsInfo: At 19 yrs, 65 days old, Divock Origi is the youngest goalscorer in #BEL World Cup history. Previous youngest was Stephan"
acascano ," RT @InStyle: Happy 28th Birthday, @SolangeKnowles! See her most stylish moments ever: http://t.co/B9YXcYe2cP http://t.co/NP9cDylhru"
locatelarry , Via @Casualtravelist 25 Things to do in Old Town Alexandria http://t.co/pyabcmAil5 #travel
clemtomlinson42 , RT @JoshDevineDrums: Happy birthday to one of my best friends for as long as I can remember!! @scotcorr. Love you bro x
DylanSlomp9 , Big Happy Birthday to the one and only @MalloryKoning 
FilmFests ," RT @aniketmishra299: It's exactly 28 years today, two of the most talked about goals in the history of the World Cup! #Maradona #mexico86 "
diego_alfaro22 , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:
qasirmahmood1 ," RT @KlasraRauf: PMNS govt seems more in panic with arrival of TUQ than what Gen Mush was when NS was returning to Pak on Dec 10,2007. Same "
darrenttimotius , RT @ChampionsLeague: Three-time #UCL winner Lionel Messi is 27 today. RT to wish the @FCBarcelona forward happy birthday. http://t.co/VWDeb
5secondsofwhat1 , RT @ohyeahmashton: #CONGRATS5SOSYOURPUNKROCK is trending  It only took them 2.5 years.
marielaaamt , @camerondallas #CallMeCam cuz im Puertorican and yeah I love you it's my birthday Btw x211
WillieWiss , RT @petra_stienen: Terrible news @AJELive: BREAKING: Al Jazeera journalists in Cairo sentenced to 7 years in jail by Egypt court. #FreeAJSt
muldownz , Happppppy birthday to the one and only @nicksidotti 
Vonvonsexy , RT @puppies: Dog gets surprised with 100 balls for birthday http://t.co/nkR5dcRi3V
nailededits , RT @dailydiery: 18+ Recommended. NO GIRLS. This is the secret that has been getting guys pussy for YEARS &gt; http://t.co/mUbP777mhR - sp
austingrace ," RT @DidYouKnow_That: It would take one person 1,700 years to watch every video on Youtube #didyouknow_that"
jaycutlersux ," RT @HolographicRibs: You're welcome, Europe. You're welcome twice in the last 100 years for us evil, nasty Americans helping to free you wi"
joord_229 , RT @gunraney: Happy birthday to my #1 @joord_229
nbliteracygirl , RT @DouglasReeves: @Jennifer_Hogan The Case Against the Zero - 10 Years Later - #DougReeves http://t.co/LPfZgSITb0
casuallyluke ,"  Michael Clifford 5sos It's my birthday on Saturday and a follow would mean the world I love you so much  @Michael5SOS 13,192"
mysunshineLiamP ,  @Luke5SOS Hi Luke how are you?!:)My birthday is coming and I will be the happiest girl in the world if you follow me:)xx6794 
aldinastch ," RT @OfficialMRK48: Oh yeah i totally forgot that was the ""New"" Kami 7 Here is the ""Old"" http://t.co/iiX50JFYyi"
TLilyG , RT @AP: BREAKING: Egyptian court sentences 3 Al-Jazeera journalists to 7 years each in prison.
reiyam_13 ," RT @SportsCenter: Happy birthday, Lionel Messi. Argentina's superstar turns 27 today. http://t.co/ESlQSdVgD9"
_JanoDirtyPig , @camerondallas #CallMeCam #CallMeCam #CamCallMe its my birthday please call me! 210
shotchafoe ," RT @Pastorsmallwood: But, beloved, be not ignorant of this one thing, that one day is with the Lord as a thousand years, and a thousand y "
__daymia , RT @_imUNIQUE: 3:11 black bish birthday tweet 
Reginag_14 , RT @littlelouisx: no but seriously ashton's drumming skills are so advanced for a 19 year old
SchoolDetintion , RT @holyslayiana: @ArianaGrande heyyy birthday girl!! I made a video for you &lt;3 I hope you like it! :D http://t.co/RkI59Wvfeq
upperegui , @camilacabello97 CAMILA  today is my birthday can you please wish me happy birthday or something it would mean a lot ilysm x25
__Hashim123 ," RT @FootballFunnys: Happy Birthday to one of the greatest footballers ever, Zinedine Zidane! #FRA http://t.co/Qbg20ce390"
kiragibbss , @ohitsangelica I look like a 13 year old boy
Athreababy ," Thank you Kaela for inviting us! :) Happy Birthday!! &lt;3 xoxo, Ashey &amp;&amp; Amari :) @arlenemae18 http://t.co/je5WPFgLYE"
HmxaAhmed ," RT @GrumpyCatsMind: Take your age, Subtract 3. That's how old you were three years ago."
vitadolces ," RT @inspiritelle: #4YearsWithInfinite and at that moment, i'm an inspirit &lt;3 happy four years to the fandom too. &lt;3 http://t.co/DAukWJDUVt"
RLonedirection , @Michael5SOS its my birthday today!:) 38
HotGirlsMarked , RT @sooofunnymemes: 10 YEAR OLD GIRLS ARE CRYING http://t.co/rs3RtSDIVr
BrendaaCaniff , @o2lovespanera that was fucking 2 years ago get tf over yourself already !!
Ayye_TooLoud , JACKSONVILLE 6/28 ll #1NightOnly ll Warsaw Lodge ll Ladies FREE B4 11pm! ll @Ayye_TooLoud's Birthday Bash! ll #TeamElite
MxDjxM , RT @_Gawd: My birthday weekend  RT @MxDjxM: October 25 gone be turnt. State VS. Southern. #GSU
13btheuerkauf , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:,
dakonadean , in 4 years @gabetucker33 will be out there on the world cup pitch ,
oldrocklouis ,"  * @NiallOfficial my birthday is in 18 days, you know what'd be the best present?  if you FOLLOW me, I love you!!  * x",
sexpinosas ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",
StephenRWynn , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:,
Ria_Badd ," @AyyThatsDixie there you go longing , I haven't changed my number in like two years ",
Directionolg , @Harry_Styles hi Hazza plz follow me honey plz my birthday is approaching plz follow me  x24,-1
99Hammbone ," RT @TheD: When a girl calls you ""bro"" you just got sentenced 25 years to life in the friendzone.",
WHernados ," RT @FOXSoccer: Happy 42nd birthday to a true #WorldCup legend, Zinedine Zidane! http://t.co/P7UVbT7CHT",
CoolGold247 , RT @AudiElvis: Happy 14th Birthday cousin Girly Girl. WOOF!,
ZenaJagger , @LeslieRuiz_:Happy birthday to Stuart Sutcliffe!Original bassist of the Beatles.Now in the Heavenly Realms at 21yrs http://t.co/WVHhkFzSiL,
camtoturnt ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",
FlorindoAngelo , RT @gigglegrande_: She just grew up infront of our eyes. Happy birthday queen.  #Happy21stBirthdayAriana #HappyBirthdayAriana http,
meetddl ," @ddlovato today is birthday of my best sis friend, you can wish her @buildemi happy birthday? is a dream): x17",
LodoBR , @AustinMahone Today is the birthday of my friend (@drewmhone ). Could wish her a happy birthday?  x119,
_Annikss , Luke Hemmings from 5sos @Luke5SOS my birthday's 3days apart from yours &amp; it'll be the best gift ever if you'd follow me  ilysm  x1354,
harita92 , Happy 17th birthday to this bae! Love you! @Janki97 http://t.co/fKvSEnpP54
arianacuspiu ," @ArianaGrande Happy Birthday my love, follow me please I love you, do not ignore me xx78"
AriaManson8097 , RT @IceSims12: @ArianaGrande I made this especially for you! Happy 21st birthday my Queen! http://t.co/D0hjA6hPxi
wb0315 , RT @soccerdotcom: Celebrate Messi - Follow and RT for the chance to win a pair of @adidassoccer birthday #F50s! #allin or nothing http://t
luissoccerfan17 , RT @soccerdotcom: Celebrate Messi - Follow and RT for the chance to win a pair of @adidassoccer birthday #F50s! #allin or nothing http://t
ohxmyhemmings ,"  dear luke hemmings from 5sos (@Luke5SOS) it's my birthday, would you please follow me?! i love you so much  x3221"
_Annikss , Luke Hemmings from 5sos @Luke5SOS my birthday's 3days apart from yours &amp; it'll be the best gift ever if you'd follow me  ilysm  x1353
_LynnMonroe , RT @staygxld_: @_LynnMonroe: Before the night is over I wanna wish @staygxld_ a Happy 20th Birthday !  thank u bby 
katiedelaney22 , RT @ManCandyPics: 16 year old Johnny Depp http://t.co/UfwUbNC6Z1
DolamiteD , RT @JasonStewart: I've read that 90% of experts predict a USA loss today. Those experts predicted the same before Normandy 70 years ago. Ho
abbiecarey__ ," Happy 17th birthday to my best friend @Elise_Stanier. Love you so much girl, have an amazing day  http://t.co/rNVkmaveWr"
_vuhnessuh_ , RT @lyzettereveles: Happy birthday @_vuhnessuh_ have a good one 
Paula_PM22 , RT @NiallOfficial: Sat right there for the play off final 7 years ago to watch derby! Tonight I stood on stage in that stadium!Thank you ht
deadLeesai , Belated happy birthday nwetts!!!!sorry now lng nkgreet busy2 ang peg.hehe see you soon! Miss you!! @nettsyboo
BennaSha_Horan ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try"
EspinosDatAss ,"  @camerondallas pls Cam! It would literally be a dream, and it's my birthday!!!  #CallMeCam  7"
autumn_morrison , RT @HOMECOMlNGS: 3 year old gets a special Christmas present http://t.co/9yl8amaSM3,
MrSmurfyslaw , @ProSyndicate happy birthday hope u have a good 21st,
sunnyxclifford ," @Luke5SOS Luke Hemmings from 5SOS! Hey! My birthday is in a week, could you possibly follow? It would mean the world. I love you(: x208",
1_2_3_Smileee ,  Princes Of Pop Happy Birthday Ari.  I Hope You See Me. I Love You  And Can You Follow Me Babe @ArianaGrande x149,
GeekLindsay , #MeltMyHeart video: 90-year old Shirley regains her balance thanks to her Ghana-born bodybuilder http://t.co/f4e5FzOtfe @NYTimes,
harryanddonut , @Ashton5SOS PLEASE FOLLOW ME IT WOULD MEAN THE WORLD LOVE YOU SO MUCH ITS MY BIRTHDAY IT WOULD BE THE BEST BIRTHDAY PRESENT 7,
allisnwndrland3 , Happy Birthday to the great ladies of one of my favorite shows #freaksandgeeks @lindacardellini and @Busyphilipps25!,
kittenIouis , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)72,
meila_grantham , RT @TheWorldImages: A 150-year-old mother...and her 5 day old son. Super cute! http://t.co/mnF6Hf5DSk,
lawleysdimple ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",
iSpeakGuapanese , RT @C_killa96: So seen an old lady with a bucket haton. She ready for #summerschemes2 @iSpeakGuapanese,
up9llnight , @JacobWhitesides  TODAY IS RAQUEL'S (@drewfeatddl ) BIRTHDAY!  PLEASE FOLLOW US! WE LOVE YOU SO MUCH! 50,-1
SusanDicker ," RT @AP_Oddities: AP VIDEO: 'Big Head,' a 25-year-old loggerhead turtle, picks Brazil to win World Cup opener: http://t.co/YVOvkd7Al4",
theoakleyeffect ," RT @troyesivan: @taylorcaniff Dude i sincerely hope you've grown up/changed over the last 2 years. For some reason, you have INFLUENCE. Try",
EFakhree15 , RT @LFCIndia: Happy 36th birthday Luis Garcia! http://t.co/X94WxWuwpe,
biebs9418 , Can you please follow?  my birthday it's in friday please Justin  give me a follow to my birthday Justin please please @karmabieber01 236,
ParadiseHeavenx ," @Michael5SOS Michael it's my birthday , I try to get your follow since 1 year , it would be the best gift ever .. I love you &lt;3 45690"
JennyJonescx ," RT @Earth_Pics: An elephant is killed by poachers every 15 minutes, meaning there will be no elephants left in 12 years. http://t.co/dX296L"
wslianlucas ," RT @FIFAWorldCup: Happy birthday to Vasily Berezutskiy (32) #RUS, Frank Lampard (36) #ENG &amp; #POR head coach Paulo Bento (45) - http://t.co/"
JamieHolmes_LFC ," RT @Drakee_YMCMB: In 10 years, I wonder who is still going to be by my side."
Selindabelieber , Today is my birthday.. Follow me Justin :((( @justinbieber 769
Kemuelosea ," RT @KingKillious: @Kemuelosea: ""@Yonce32: How old was Aaliyah when she slept with R. Smelly ?"" 19 14"
judge22 , RT @lookatmymini: @ERICVxN: 60+ year old Mini Cooper. http://t.co/D2OzZ5yBN9
LashunjenkinsLa , RT @Beyonce2day: That awkward moment when a 10 year old kid says; When I was a kid.
Reverend_Scott ," Happy birthday @briangaar! I shipped you an ice cream cake, but I could only afford 8 day shipping so... Enjoy your hot milkshake!"
whydee_tv , RT @funkflex: (Photos) Nas Takes Daughter Destiny Out To Celebrate Her 20th Birthday - http://t.co/JDaTu32u8B #IFWT
robmantle , RT @GreenScreenDays: #SonicTheHedgehog is 23 years old today The game was first released on June 23 1991 http://t.co/LsTCMmGN4y
jackieegogo , RT @HistoricaIfacts: Prediction of L.A. in 2013 from 25 years ago http://t.co/ZjLJ5cUS4q
cynicalmahone , @AaronCarpenter_ bc I won't be home and you should follow me bc it's my birthday:)) http://t.co/nkrT0c1pF5 23
miwi1010 ," RT @TheBiographGirl: 22 Jun 1914 BIRD OF PREY Eclipse MPW: ""Sensational melodramatic story..Fine pictures of old buildings, of docks &amp; seas"
sarsybear , @Guccii_Horan happy birthday Laura :-) I have no emojis rn but that double pink hearted one goes here &gt;&gt;&gt;
lukeyboy018 ," RT @TSBible: Happy 27th Birthday to one of the greatest footballers ever, Lionel Messi! http://t.co/CNDCTO1rBG"
SpiritualNudes ," RT @WhoseAlisha: your boyfriend commenting """" under some bitch 30week old pic on IG rn. smh.",
steveboi2k13 , RT @LFC: Happy birthday to two former #LFC favourites - Craig Johnston and Jamie Redknapp are both celebrating today. http://t.co/TlA88tD7BW,
OhHaiLingLing , RT @MoBeezy11: @llittlemerrmaid: For my 18th birthday I get a tattoo or a nose piercing which one ? Both,
PetePranica , @peteredmiston Indeed. Could easily have been a 2-0 US result. Troubling trend over the years: early US concessions as was the case today.,
CAlexander_CT , RT @latimes: Egyptian court sentences 3 Al-Jazeera journalists to 7 years each in prison. -@AP,
keeezy_ , Happy birthday @anuraggdk! I hope your day is extra special!  see you in 3 weeks! ,
ashley_bui , RT @allieverjordan: also happy birthday @ashley_bui  I hope it's a good one ,
Hiexpkettering , RT @cateo1999: @Hiexpkettering Happy 5th birthday!! #party #5today http://t.co/OaeBxpPEae,
MRinaldy13 , RT @LFCIndia: Happy 36th birthday Luis Garcia! http://t.co/X94WxWuwpe,
BibbleStyles , @Real_Liam_Payne I really really love you. My birthday is today and a follow would be the best present ever. :) x15,
NatashaBarret18 , RT @StBarbeMuseum: This summer @arteverywhereUK will be celebrating 600 years of great British art with the entire nation! Find out more on,-1
nattmacdonaldd ," RT @jayyascenzi: @nattmacdonaldd happy birthday babe, I love you lots beautiful  have a good one ",
CaliBredDrew , RT @CaliBredDEVO: @CaliBredDrew: Happy birthday to my day one @CaliBredDEVO http://t.co/pk9iMim1So hahahaha bro you wrong. Thanks though,
literaturelouis ,  @Michael5SOS it's my birthday today can you please follow me? it would mean the world to me i love you so much  x20,
yalielkin ," RT @fmaggioni: Monthly #bloomberg stories that contain ""low volatility"" in the last 8 years. Another #alltimehigh Source: BBG http://t.c",
stewartdog ," After Beating Cancer, I Gave My 11 Year Old Dog The Birthday Surprise He Deserved (via @theSFGlobe) http://t.co/fmrsaTkBuu",
RealNikChhakkar , Happy Birthday to one of the finest social entertainer in the world!! @rickygervais,
avriIramona ," @ArianaGrande HAPPY BIRTHDAY MY QUEEN, BRAZIL LOVES U, FOLLOW ME PLEASE  #HappyBirthdayArianaFromBrazil X21",
40cgingrich ," Happy birthday to my best friend and love of my life, hope you have a great 17th and can't wait to spend it with you  @LindseyLentz",
fishoutoff , 16 unique inspiring holiday gifts for your family and friends http://t.co/N22wj0MDR0 #Birthday #Wedding #Anniversary #Gift @retwitclub,
_DeejayEmpire , #FIREandICE4 @_theroyalstar &amp; @dnrwisc official birthday party ! August 30 inside 227 Lounge ! We http://t.co/vLC9w3Yb0H,
springanator , RT @ForTheCancers: Happy Birthday June 24th #Cancers ,
JimmyLudwigNYC ," RT @EverythingNYC: Happy 30th Birthday, 'Purple Rain'! Photo by @quarkhenares http://t.co/Xfl9vQMD5k",
nurbanubiebs ," @ArianaGrande Happy Birthday Ariana&lt;3 i love you so much, pls follow me Ariana &lt;3 5",
toodifficult , .@diamantemonet Read your piece about your last 3 years on @Medium! Sounds exciting! :) https://t.co/f4pfhfvIKj,
Sanicby175 ," RT @nintendolife: Happy Birthday NINTENDO 64! You are 18 today (in Japan), have a beer on us. #N64 #Nintendo64 #Nintendo http://t.co/hTaAOg",
blklkp ," RT @TheRealClassic: Nearly 7 years ago, this aired on PPV. @ringofhonor has come a long way. http://t.co/Cb6syx8gGT",
marshallsaonga , Starfm Radio Turns 2 today http://t.co/wVaa9ebJSY happy birthday @starfmbreakfast @TechnoMagZw,
carlyreajepselo , @ArianaGrande Happy Birthday Ariana  I hope you have a wonderful day and may all your dreams come true  #Happy21stBirthdayAriana  20,
davies461 ," RT @DustinStout: you're not a hippie or a ""flower child"". you're just a 16 year old wearing a plastic flower crown. shut the fuck up",
TheFlyingAce , RT @prayingdamsel: In all these years only one thing I've learnt time and again; only those who really love you will standby you when you n,-1
MOiYAD9 ," RT @FootbalIGIFS: ON THIS DAY, 28 years ago, Maradona scored this ""Hand of God"" goal against England. http://t.co/jU8Kpuaw8u",
lostinlarrydise , @Harry_Styles @Louis_Tomlinson @zaynmalik @Real_Liam_Payne @NiallOfficial Please follow me it's my birthday today395
KeepYoIonDat ," RT @Tr1zz: My sister ain't even allow to be on Twitter. I'd kill her, and she 30 years old. I'll fuck her up."
preciousdxvonne , RT @keepdemincase16: 2 years since Demi's 2012 tour RT if you cried.
jay_vine26 , RT @LFC: Happy birthday to former #LFC star and Istanbul hero @LuchoGarcia14 who turns 36 today! #HeDrinksSangria http://t.co/E9fMVeHpcI
brenden208 , RT @TheFactsBook: It's 40 years ago Denmark made abortion free for all and legal.
ripyoshi079 ," RT @SportsCenter: Happy birthday, Lionel Messi. Argentina's superstar turns 27 today. http://t.co/ESlQSdVgD9"
manelfortuna , RT @cathxharry: Happy Birthday My Queen  #Happy21stBirthdayAriana http://t.co/zPiJAOAkmg
__ayeitsraven , @ahbyt YAY HAPPY 2 YEARS
The_Twin_Rivers ," @audieejayy you're telling me, I've been watching Germany for 2 years now, and they are HELLA GOOD"
BodyByVi_Ange ," .@Tillison @DesignCredo three white wine spritzers (large), to wash down ribs, salad &amp; chickate brownie sundae. Thank u Old Sarum Harvester"
MaNaLoOoV , RT @LFC: Happy birthday to former #LFC star and Istanbul hero @LuchoGarcia14 who turns 36 today! #HeDrinksSangria http://t.co/E9fMVeHpcI
aelizabeth213 , RT @dannytheteen: grandma: you're getting so old! me: stfu you're like 90
barbiesemkenzao ," @ArianaGrande Hey baby, can you wish ""happy birthday"" to my friend @buteranettie? Please, she loves you so muchhhh x4"
cakewhood ," luke hemmings from 5sos, its my bff's (@melissalieko_) bday and you really should wish happy birthday to her! thanks ilysm @luke5sos x346"
_Safaaaa_ , RT @NadiyeaChubby: Birthday girl. 24/06 http://t.co/jMYA1k28IK
yeselson ," RT @mlcalderone: On @ThisWeekABC, Dick Cheney says he doesn't want to spend time ""debating what happened 11 or 12 years ago"" in Iraq. Of co"
HunterLowe54 ," RT @C_Tobin: Meet Stella, three hours old (7:43AM Pacific) and she believes. #IBelieveThatWeWillWin @MLS http://t.co/ILBufsTlQw"
amc29x , RT @SciencePorn: The difference 25 years makes http://t.co/Jzwxksf9Du
maryy_yooo , RT @mattsmilkshakes: Hi Tay  Ive been supportin you for 3 years &amp; still dont have your follow! If this gets 300+ rts will you please fo
SophieBiasotti , RT @SkyDenee: HAPPY BIRTHDAY @SophieBiasotti @Tori_Lynn7 I MISS YOU BOTH SO MUCH I REMEMBER 5th GRADE LIKE IT WAS YESTERDAY I LOVE YOU GU
joshdhall , 12 years ago I married the wife of my youth. Happy Anny @kellyawesome! I  you and our life together! http://t.co/uv5wrHoLwF
Varvaresquad , @asapholmezz: @emilyyfinn actually we get the olympic hockey game every 4 years so GOT EM
TheBrewmasterin ," I posted 10 photos on Facebook in the album ""Birthday Celebration @ The BrewMaster Ludhiana"" http://t.co/UMFwognzGR"
MoonPeople , RT @Disney: It's been 59 years since #LadyAndTheTramp went on their first date. http://t.co/DXpTpB7q1h
Kaiyeelxy , RT @luhanqt: The Back to 20 music producer lent his treasured guitar of 20 years to Luhan for the movie. Luhan took good care of it and pla
guitargeekniall , Hello @NiallOfficial  It's mine &amp; @niallharington 's birthday soon &amp; your follow would be the BEST present ever ! we love you so much  286
_hiro_C ," RT @BillGates: Since 1989, 25M more kids reached their 5th birthday. Happy to join the #5thbday campaign: http://t.co/bYVMpLKK3m http://t.c"
pmabaes , @pmabaes: Please call me cam my birthday is in 4 days and it's all I want I love you @camerondallas #CaIIMeCam x318
Team5SOSnBYE , Hi @ConnorMcDonough @RileyMcDonough @TobyMcDonough!It's my birthday in 3days!Could you please follow me?It would be the best present!193
Why_No_Chill , @Ardinho16 hey you got two more years it might change back
NouisDear , @themattespinos hi today is my birthday and I really would like a follow from you it would mean the world to me. i love you so much124
emiluurr , RT @CommonBlackGirI: my greatest talent is being able to watch 5 years worth of a tv show in one week 
duxagahynibu , RT @KUDUNEWS: The first new Star Wars character in nine years. Let the great debate begin. - #celebrities #gossip #kudunews http://t.co/NPj,
_castro3B , RT @trueSCRlife: 4 long years of waiting are gone.. The World Cup is tomorrow http://t.co/vmVI6HFtXr,
neilybow ," RT @FootballFunnys: Happy Birthday to one of the greatest footballers ever, Zinedine Zidane! #FRA http://t.co/Qbg20ce390",-1
Muhammad929292 , @HappyMansoor Clearly IK didnt install tht filter plant by boycotting the 2008 elections himself thn allowing old fish to join his new plate,
pklee06 , RT @SexyMohammed1: #Mohammed: What do a mosque and 9yr old have in common? I've been in both! #islam http://t.co/t6dw7nTxma,
prettyharold_ ," @NiallOfficial 1 day until my birthday, &amp; I still hope that u will follow me, and make my birthday perfect . Please follow me, Niall. Ilysm",
TheFrannyB , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:,
JiaXin_Ht , #GOT7COMEBACK @GOT7Official 6.24is my birthday Mark can u say happy birthday to me?what do u think of your members first time you see them?,
mlrogerson , RT @rioferdy5: Happy birthday to Lionel Messi....one of the greatest to play the game....27 yrs old...hahahahaha...genius,
janolaveide ," RT @RockabillyJay: I have to explain what to do during a school shooting to my 7yr old, but by all means lets freak out about gay marriage.",
5oulo ," RT @Chvlln: ""I graduated two years ago""",
Stu_Reid6 , Happy burfday to everybodys hero Captain China @Hamish_Johnston #21 #old #oldlikechina,
outingthem ," RT @hugorifkind: So eleven years after we went into Iraq to drive out jihadis who weren't actually there yet, they now control Iraq's third",
theredcin , Happy birthday @xkarenramirez !! 21 21 21 21! (im chanting if u cant tell lmao) have an amazing day! Love u beautiful ,
Cynical_Nerd , @SexCrazedGf my aunt was so thrilled and absolutely floored that my cousin was able to do it in 4 years cuz the rest of them took 6 years,
drone012 , RT @homo_viator: 70 years separate these images. Today we are called once again to fight darkness. May we succeed. #WW2 #Russia http://t.co,
kasotnas_ , RT @11NeymarTeam: Happy Birthday to the best player in the world. #Messi27 http://t.co/zJhjtB9xjK
_admiringziam , Please read this my birthday's today and I would love to be notice by you I love you  @Real_Liam_Payne x1404 http://t.co/wfL4ouumAB
adrian_kafeero , RT @Noahf23: Too many good memories throughout the last 3 years
MalikMilitary ," @Michael5SOS Hi michael ! my birthday is in 18 days, so could you please follow me! It would be the best present ever !!  xx18"
carlymeagher3 , Happy birthday to my 6th grade boyfriend @ColeOnAPole  hope it's great!!!
djmarkquis , RT @NYRagers: Cool hair Ronaldo how old are u 8
ttonner , Exactly 4 years ago today! (via @timehop) http://t.co/D8z62GnuCg http://t.co/BUjOoZ1mkL
rewabk , @NiallOfficial hi :)) it's my birthday today :D my only wish is to have a happy birthday from u &lt;3 plzzzz niall
biocura , RT @ProfTimNoakes: Healthiest 88-year old in Europe? My vote: Queen Elizabeth. Does she eat same Atkins diet as her 90 yr old husband http:
ArberImeraj ," RT @FootbalIGIFS: ON THIS DAY, 28 years ago, Maradona scored this ""Hand of God"" goal against England. http://t.co/jU8Kpuaw8u"
sexyclxfford , RT @WildHemmo96: *plays amnesia for family* *no one cries* Me; HOW COULD YOU BE FINE?! CAUSE IM NOT FINE AT ALL! *cries for seven years*
Karen_Mejia24 , @camerondallas #CallMeCam PLEASE CAM!!!!! CALL MEEEE!!!!!! MY BIRTHDAY WAS YESTERDAY PLEASEEEE #CallMeCam #CallMeCam PLEASEEEEEE 190
codesmikayla , @allisimpson tomorrow (the 25th) is my birthday so I'm hoping you remember!!! 
dayb11 , Old lady status lol RT @RaiAllure: dayb11 my coworkers invited me to go tonight too but you know me  lol
ahmyariana_ , @ArianaGrande HAPPY BIRTHDAY MY QUEEN I LOVE U SO MUCH U ARE SAVED MY LIVE  X30
kay_valles , happy birthday @Garrettdubya ! Hope it's a good one 
shadonx_khan , RT @TeamMessi: #HappyBirthdayMessi - RT to win a signed pair of exclusive @adidasfootball birthday #F50s! #allin or nothing http://t.co/qL,
SaaraRichert , Can I get a congrats? My 16th birthday todaaay  @ericsaademusic,
emilieoygard , RT @GooglePics: This is how baby elephants drink water. They don't know how to use their trunks to drink until they are 9 months old. http:,
mattcifelli26 , RT @soccerdotcom: Celebrate Messi - Follow and RT for the chance to win a pair of @adidassoccer birthday #F50s! #allin or nothing http://t,
Jaskanwaljit ," Happy birthday @imrithsangha23 have a good one kid, gonna miss ya x http://t.co/MK5S5wum4t",
HYHUTriangle ," RT @AANSNeurosurg: When was the most prolific period of #neurosurgical innovation, early on http://t.co/Gho99TWtj9 or the last 75 years? ht",
Brent_Lehr9 , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:,
Yasmiine_1998 , RT @barcastuff: Barcelona forward Lionel Messi celebrates his 27th birthday today #fcblive #messi27 Congratulations!,
WendyRalon1 ," RT @_ambahlee: Birthday S/O to my day one boo couldn't have passed these pass three years w/you. I love you, have a good day http://t.co/",
Fareezay ," RT @iGuriya: #PIA flight engineer Fakhrul Hassan Khan, passed away tonight in the #KarachiAirportAttack he was only 26 yrs old. http://t.co",
Rnzhr1 , @rahmayantizp heiiheii;;) happy birthday&lt;3 longlife and wish you all the best!;;),
JordanHoole ," RT @Bricki: My 3 year old nephew said to me ""They keep saying footballs coming home but I don't want it to come home, it's rubbish"" Perfec",-1
NHSwhistleblowr , @NHSwhistleblowr @EdPHJ11 I need to add that our 5 years living and working in Nigeria helped make me a more complete person #UNIJOS,-1
Obieze2020 ," happy b.day zuzu ""@FOXSoccer: Happy 42nd birthday to a true #WorldCup legend, Zinedine Zidane! http://t.co/9MQK3HO1Le""",
mrjustindaley , @NiallOfficial Can you please wish my best friend @fran_bottini23 a happy birthday today? She loves you so much #Frans15Today 194,
